Unnamed: 0,title,level,language,crediteligibility
379.0,The Complete React Js & Redux Course - Build Modern Web Apps,All Levels,Chinese,No
380.0,Practical Java Unit Testing with JUnit 5,All Levels,Spanish,No
381.0,Build a Backend REST API with Python & Django - Beginner,Beginner,Chinese,Yes
382.0,HTML & CSS - Certification Course for Beginners,Beginner,English,Yes
383.0,React Native: Advanced Concepts,Intermediate,German,No
384.0,Oracle Java Certification - Pass the Associate 1Z0-808 Exam.,All Levels,Chinese,Yes
385.0,The Modern GraphQL Bootcamp (with Node.js and Apollo),Beginner,English,No
386.0,Postman - Learn API Testing from Scratch with Live Projects,Expert,Spanish,Yes
387.0,Computer Science 101: Master the Theory Behind Programming,Beginner,Spanish,Yes
388.0,Statistics for Data Analysis Using Excel 2016,All Levels,English,Yes
389.0,Create an eCommerce Website Using Laravel (PHP & MySQL),Expert,Spanish,Yes
390.0,Deep Learning: Convolutional Neural Networks in Python,Expert,English,Yes
391.0,Complete SQL and Databases Bootcamp: Zero to Mastery [2023],Expert,Chinese,No
392.0,Unity Game Development Build 2D & 3D Games,Beginner,Chinese,Yes
393.0,Machine Learning & Deep Learning in Python & R,Intermediate,English,Yes
394.0,Learn Python: The Complete Python Programming Course,All Levels,Chinese,Yes
395.0,Snowflake[A-Z] Zero to Hero Masterclass(Core+SQL+API+Visual),All Levels,Chinese,Yes
396.0,Certified ISTQB® Agile Tester Foundation Level Exam,All Levels,Chinese,No
397.0,Learn Spring Boot - Rapid Spring Application Development,All Levels,French,No
398.0,Jenkins 2 Bootcamp: Fully Automate Builds to Deployment 2020,All Levels,German,No
399.0,Performance Testing Using Locust 1.0,All Levels,Spanish,Yes
400.0,"HTML, JavaScript, & Bootstrap - Certification Course",Beginner,French,No
401.0,Scala and Spark for Big Data and Machine Learning,All Levels,Chinese,No
402.0,The Complete Python 3 Course: Go from Beginner to Advanced!,Expert,English,No
403.0,Advanced AI: Deep Reinforcement Learning in Python,Expert,Chinese,No
404.0,Testing Angular 4 (previously Angular 2) Apps with Jasmine,Intermediate,German,Yes
405.0,Git & GitHub - The Practical Guide,Expert,Chinese,Yes
406.0,Webpack 2: The Complete Developer's Guide,Intermediate,English,Yes
407.0,Mathematical Foundations of Machine Learning,Intermediate,German,Yes
408.0,Flutter & Dart - The Complete Flutter App Development Course,Expert,Chinese,No
409.0,SQL - Introduction to SQL with MySQL,Beginner,German,Yes
410.0,Python Network Programming Complete Masterclass,Beginner,Spanish,Yes
411.0,Python for Absolute Beginners | Python Beginner to Pro,Expert,Spanish,Yes
412.0,The Complete 2023 PHP Full Stack Web Developer Bootcamp,Beginner,Chinese,No
413.0,Learn to Code with Python,Expert,German,No
414.0,Master Object Oriented Design in Java - Homework + Solutions,All Levels,English,No
415.0,React JS- Complete Guide for Frontend Web Development,Expert,Chinese,Yes
416.0,Introduction to Continuous Integration & Continuous Delivery,Intermediate,Spanish,Yes
417.0,Angular Essentials (Angular 2+ with TypeScript),All Levels,Spanish,Yes
418.0,SQL & Database Design A-Z™: Learn MS SQL Server + PostgreSQL,Expert,Chinese,Yes
419.0,RxJs In Practice (with FREE E-Book),Expert,German,No
420.0,Python - The Practical Guide,Intermediate,Spanish,Yes
421.0,AWS Lambda & Serverless Architecture Bootcamp (Build 5 Apps),Expert,German,No
422.0,Mastering data visualization in D3.js,Intermediate,Spanish,No
423.0,Jenkins: Beginner To Pro,Beginner,Spanish,Yes
424.0,Spring Boot Microservices with Spring Cloud Beginner to Guru,Intermediate,French,No
425.0,Dart and Flutter: The Complete Developer's Guide,Intermediate,Spanish,Yes
426.0,Vim Masterclass,All Levels,English,Yes
427.0,Learn Protractor(Angular Testing) from scratch +Framework,Expert,Chinese,Yes
428.0,C# Developers: Learn the Art of Writing Clean Code,Expert,Chinese,Yes
429.0,The Complete MySQL Developer Course,Intermediate,German,No
430.0,Deployment of Machine Learning Models,Intermediate,Spanish,No
431.0,Automated Software Testing with Python,Intermediate,English,Yes
432.0,Python Complete Masterclass for Beginners,Beginner,German,No
433.0,Learn JavaScript: Full-Stack from Scratch,Expert,French,No
434.0,Apache Kafka Series - Kafka Connect Hands-on Learning,Intermediate,German,No
435.0,"Reactive Angular Course (with RxJs, Angular 17)",Expert,German,Yes
436.0,MS SQL Server: Learn MS SQL Server from Scratch,Beginner,Spanish,Yes
437.0,JDBC Servlets and JSP - Java Web Development Fundamentals,Intermediate,French,Yes
438.0,1 Hour HTML,Beginner,German,No
439.0,Software Architecture & Design of Modern Large Scale Systems,All Levels,English,Yes
440.0,Cluster Analysis and Unsupervised Machine Learning in Python,Beginner,English,Yes
441.0,Node.js API Masterclass With Express & MongoDB,Intermediate,Chinese,Yes
442.0,Java from Beginner to Expert,All Levels,French,Yes
443.0,Object Oriented PHP & MVC,Intermediate,French,Yes
444.0,Master the Coding Interview: Big Tech (FAANG) Interviews,Intermediate,Chinese,Yes
445.0,Learn Visual Studio Code (2020),Intermediate,German,No
446.0,Master XPath and CSS Selectors for Selenium WebDriver,All Levels,French,Yes
447.0,R Programming for Statistics and Data Science,Expert,English,No
448.0,Java Data Structures and Algorithms Masterclass,Expert,English,Yes
449.0,Java Persistence: Hibernate and JPA Fundamentals,Intermediate,Spanish,No
450.0,Essentials in JavaScript ES6 - A Fun and Clear Introduction,Expert,French,No
451.0,Deep Learning: Recurrent Neural Networks in Python,Expert,German,No
452.0,"Java from Zero to First Job, Practical Guide, 2000+ examples",Expert,Chinese,Yes
453.0,HTML&CSS Tutorial and Projects Course  (Flexbox&Grid),Intermediate,Chinese,Yes
454.0,Webpack 5 in 2023: The Complete Guide For Beginners,Intermediate,German,No
455.0,Deep Learning and NLP A-Z: ChatBots + AI and ChatGPT Bonuses,All Levels,Spanish,No
456.0,Build a Real-world App with ASP.NET Core and Angular 2 (4+),Intermediate,Chinese,Yes
457.0,Learn HTML - For Beginners,Beginner,French,Yes
458.0,"Docker - Introducing Docker Essentials, Containers, and more",Expert,Spanish,Yes
459.0,The Complete Apache Groovy Developer Course,All Levels,French,No
460.0,Team workflows in JIRA,Intermediate,English,No
461.0,C Programming:The best approach to learn C Language,All Levels,Spanish,No
462.0,Software Testing: Get A Tech Job in Software Testing 2023,All Levels,Chinese,No
463.0,Microservices Architecture and Implementation on .NET 5,Beginner,Spanish,No
464.0,ISTQB Certified Tester - Foundation Level 2023 - Accredited,Expert,Spanish,Yes
465.0,[NEW] Master Spring Boot 3 & Spring Framework 6 with Java,Intermediate,Spanish,No
466.0,"Complete JAVASCRIPT with HTML5,CSS3 from zero to Expert-2023",All Levels,Spanish,No
467.0,"Complete Course on Data Visualization, Matplotlib and Python",Expert,French,Yes
468.0,MATLAB Master Class: Go from Beginner to Expert in MATLAB,All Levels,English,Yes
469.0,Build Reactive MicroServices using Spring WebFlux/SpringBoot,Intermediate,German,Yes
470.0,SQL for Beginners: The Easiest Way to Learn SQL Step by Step,All Levels,Spanish,No
471.0,Introduction to Apache NiFi | Cloudera DataFlow - HDF 2.0,Beginner,Chinese,Yes
472.0,Data Integration Guide,Expert,Spanish,No
473.0,Java Design Patterns & SOLID Design Principles,Intermediate,Chinese,Yes
474.0,Learn Responsive Web Development from Scratch,Expert,French,No
475.0,iOS 11 & Swift 4: From Beginner to Paid Professional™,Beginner,Chinese,No
476.0,Mainframe: The Complete JCL Course from Beginner to Expert,All Levels,German,Yes
477.0,The Ultimate Hands-On Lightning Web Component,Expert,English,No
478.0,The Ultimate Oracle SQL Course: SQL Made Practical,Intermediate,Chinese,Yes
479.0,React and Typescript: Build a Portfolio Project,Intermediate,Chinese,No
480.0,The Complete Xamarin Developer Course:  iOS And Android!,Beginner,English,No
481.0,Angular Testing Masterclass (Angular 17),Expert,German,No
482.0,Kotlin for Java Developers,Expert,Spanish,Yes
483.0,The Java Spring Tutorial: Learn Java's Popular Web Framework,Expert,Chinese,No
484.0,Django 3 - Full Stack Websites with Python Web Development,Beginner,English,Yes
485.0,"Complete NodeJS Developer in 2023 (GraphQL, MongoDB, + more)",Expert,French,No
486.0,Learn C++ for Game Development,Intermediate,English,No
487.0,Apache Kafka for Developers using Spring Boot[LatestEdition],Intermediate,French,Yes
488.0,Learn To Create An RPG Game In Unity,All Levels,German,Yes
489.0,Top 150+ QA Automation Interview Questions & Resume Tips,All Levels,Spanish,No
490.0,LangChain- Develop LLM powered applications with LangChain,Intermediate,English,No
491.0,PyTorch for Deep Learning with Python Bootcamp,Intermediate,Chinese,No
492.0,The Complete SAP Workflow Training (2023),Intermediate,German,No
493.0,Deep Learning Prerequisites: Logistic Regression in Python,Expert,English,No
494.0,Data Visualization with Python for Beginners,Beginner,Chinese,No
495.0,Neo4j: GraphDB Foundations with Cypher,Beginner,English,Yes
496.0,JavaScript - Basics to Advanced step by step,Beginner,French,No
497.0,C Programming For Beginners,Expert,English,Yes
498.0,Windows Presentation Foundation Masterclass,Intermediate,English,No
499.0,Python & Machine Learning for Financial Analysis,Expert,English,No
500.0,Building Modern Web Applications with Go (Golang),Intermediate,German,Yes
501.0,Spring & Spring Boot Interview Guide,Expert,English,No
502.0,The Self-Taught Programmer,Beginner,Chinese,No
503.0,Practical Web Development: 22 Courses in 1,All Levels,French,Yes
504.0,Algorithms and Data Structures in Python (INTERVIEW Q&A),Expert,French,No
505.0,Kotlin for Beginners: Learn Programming With Kotlin,Beginner,English,Yes
506.0,The Complete Android Developer Course: Beginner To Advanced!,Intermediate,German,No
507.0,Agile Business Analysis: Getting / Writing Lean Requirements,Expert,German,No
508.0,REST APIs with Postman for Absolute Beginners,Beginner,Chinese,Yes
509.0,PHP & MySQL - Certification Course for Beginners,Beginner,English,Yes
510.0,The Complete iOS 11 & Swift Developer Course - Build 20 Apps,All Levels,French,No
511.0,Devops Fundamentals - CI/CD with AWS +Docker+Ansible+Jenkins,Expert,German,Yes
512.0,Javascript Tutorial and Projects Course,All Levels,English,Yes
513.0,Learn to Code with Python 3,Expert,German,Yes
514.0,The Complete Full-Stack JavaScript Course,All Levels,German,No
515.0,11 Essential Coding Interview Questions + Coding Exercises!,Intermediate,French,Yes
516.0,Learn Database Design with MySQL,Intermediate,Spanish,Yes
517.0,Python PCEP: Become Certified Entry-Level Python Programmer,Beginner,Chinese,Yes
518.0,"Complete Guide to Protocol Buffers 3 [Java, Golang, Python]",Beginner,Chinese,Yes
519.0,The Complete Git Guide: Understand and master Git and GitHub,Expert,French,Yes
520.0,SQL Server Performance Tuning Part 1,Beginner,German,No
521.0,Azure Devops Crash Course -Build CI/CD release pipelines,All Levels,English,No
522.0,In-Depth Software Testing Training Course From Scratch,Expert,German,No
523.0,Learn Cucumber BDD From Scratch+ Automation Framework Design,Expert,French,No
524.0,The Modern Angular Bootcamp,Intermediate,Chinese,No
525.0,Learn JavaScript - For Beginners,Beginner,German,Yes
526.0,The Ultimate Python Basics - Bootcamp,Beginner,Chinese,Yes
527.0,GraphQL by Example,Expert,English,No
528.0,Playwright JS Automation Testing from Scratch with Framework,Intermediate,Chinese,Yes
529.0,"RESTful Web Services, Java, Spring Boot, Spring MVC and JPA",Beginner,Chinese,Yes
530.0,Advanced C Programming Course,Intermediate,Spanish,Yes
531.0,Object-oriented Programming in JavaScript,Intermediate,Spanish,No
532.0,Creating Accessible Websites,Beginner,Spanish,Yes
533.0,Learn Java Programming Crash Course,Beginner,Chinese,Yes
534.0,PHP OOP: Object Oriented Programming for beginners + Project,All Levels,French,No
535.0,"Master Electron: Desktop Apps with HTML, JavaScript & CSS",All Levels,Chinese,No
536.0,The Complete Sass & SCSS Course: From Beginner to Advanced,All Levels,French,Yes
537.0,Getting Started with Web3 Development,Intermediate,French,Yes
538.0,Master MATLAB through Guided Problem Solving,All Levels,Spanish,No
539.0,The Complete Web Developer Masterclass: Beginner To Advanced,All Levels,German,No
540.0,The Complete Self-Driving Car Course - Applied Deep Learning,Intermediate,English,Yes
541.0,Artificial Intelligence for Business + ChatGPT Bonus [2023],Beginner,Spanish,Yes
542.0,WordPress 2023: The Complete WordPress Website Course,Expert,Spanish,No
543.0,Build 15 Augmented Reality (AR) apps with Unity & Vuforia,Expert,German,Yes
544.0,Complete React Native in 2023: Zero to Mastery (with Hooks),All Levels,English,No
545.0,Selenium WebDriver with C# for Beginners + Live Testing Site,All Levels,Chinese,No
546.0,The Complete Android 14 Developer Course - Build 100 Apps,All Levels,Chinese,No
547.0,Complete WordPress Theme & Plugin Development Course,All Levels,Spanish,Yes
548.0,Unsupervised Machine Learning Hidden Markov Models in Python,Intermediate,English,Yes
549.0,ISTQB Foundation Level chapter-wise exams,Beginner,Spanish,No
550.0,Java Data Structures & Algorithms + LEETCODE Exercises,Expert,French,No
551.0,Java Application Performance Tuning and Memory Management,Intermediate,Spanish,No
552.0,.NET 5 Web API & Entity Framework Crash Course,Expert,Spanish,No
553.0,Java Course for Complete Beginners with Practical Examples,Beginner,Chinese,Yes
554.0,The Comprehensive Android App Development Masterclass,All Levels,Chinese,No
555.0,The Rust Programming Language,All Levels,Chinese,No
556.0,JavaScript Web Projects: 20 Projects to Build Your Portfolio,Beginner,French,No
557.0,Machine Learning: Natural Language Processing in Python (V2),All Levels,Chinese,Yes
558.0,C# Basics: Learn to Code the Right Way,Beginner,English,No
559.0,Unreal Engine 5 C++ The Ultimate Game Developer Course,Beginner,German,No
560.0,Go Bootcamp: Master Golang with 1000+ Exercises and Projects,Intermediate,English,No
561.0,Introduction to TypeScript Development,Beginner,English,No
562.0,The Complete ReactJs Course - Basics to Advanced [2023],Beginner,Chinese,No
563.0,Modern Web Scraping with Python using Scrapy Splash Selenium,All Levels,German,Yes
564.0,Making Sense of User Stories,All Levels,German,Yes
565.0,Server Side Rendering with React and Redux,Intermediate,German,Yes
566.0,Complete Angular 11 - Ultimate Guide - with Real World App,Intermediate,French,No
567.0,The Full JavaScript & ES6 Tutorial - (including ES7 & React),Expert,Chinese,No
568.0,Learn Python Programming From A-Z: Beginner To Expert Course,All Levels,German,Yes
569.0,Apache Airflow: The Hands-On Guide,Intermediate,French,No
570.0,Unreal Engine 4 C++ The Ultimate Game Developer Course,Expert,Spanish,Yes
571.0,Learn Rust by Building Real Applications,All Levels,Spanish,No
572.0,.NET 7 Web API & Entity Framework Jumpstart,Expert,French,Yes
573.0,Develop Minecraft Plugins (Java),Expert,French,Yes
574.0,Master Computer Vision™ OpenCV4 in Python with Deep Learning,Expert,Chinese,No
575.0,Learn Parallel Programming with C# and .NET,Intermediate,Chinese,No
576.0,AWS Certified Machine Learning Specialty MLS-C01 [2023],Intermediate,Spanish,Yes
577.0,C# Developers: Double Your Coding Speed with Visual Studio ,Expert,German,Yes
578.0,Maven Crash Course: Step-by-Step Introduction for Beginners,Beginner,Spanish,No
579.0,Introduction to Natural Language Processing (NLP),Beginner,German,Yes
580.0,AngularJS JumpStart with Dan Wahlin,Intermediate,German,No
581.0,"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap",Intermediate,Chinese,Yes
582.0,Python for Programmers,All Levels,English,No
583.0,Software Architecture for the Enterprise Architect,Expert,English,No
584.0,"Mastering AWS Glue, QuickSight, Athena & Redshift Spectrum",Expert,French,No
585.0,Learn and Understand C++,Beginner,Chinese,Yes
586.0,AWS Certified Developer Associate Practice Exams,All Levels,German,No
