title,link,institution,subject,level,prerequisites,language,videotranscript,associatedprograms,associatedskills
Introduction to Biology -The Secret of Life,https://www.edx.org/learn/biology/massachusetts-institute-of-technology-introduction-to-biology-the-secret-of-life,Massachusetts Institute of Techn…,Biology & Life Sciences,Introductory,High school level biology and chemistry recommended. A desire to learn is required.,English,English,None,"Molecular Biology, Genomics, Biochemistry, Ribonucleic Acid Sequencing, Biology, Recombinant DNA Technology, Auditing, Genetics, Macromolecule"
The Psychology ofEmotions: An Introductionto Embodied Cognition,https://www.edx.org/learn/behavioral-psychology/university-of-cambridge-the-psychology-of-emotions-an-introduction-to-embodied-cognition,University of Cambridge,Biology & Life Sciences,Intermediate,None,English,English,None,"Decision Making, Self-Awareness, Psychology, Neuroimaging, Cognitive Neuroscience, Cognitive Psychology, Research, Human Factors"
Innovating in Health Care,https://www.edx.org/learn/healthcare/harvard-university-innovating-in-health-care,Harvard University,Business & Management,Intermediate,Knowledge of financial accounting,English,English,None,"Public Policies, Business Modeling, Innovation, Investments, Technical Management, Accountability, Consulting"
Software EngineeringBasics for Everyone,https://www.edx.org/learn/software-engineering/ibm-software-engineering-basics-for-everyone,IBM,Computer Science,Introductory,Basic computer literacy.,English,English,Professional CertificateinDevOps and Software Engineering,"User Experience, Sales, Agile Methodology, Software Engineering, Scrum (Software Development), Software Development Methodologies, Software Development, Software Development Life Cycle, Safety Assurance, Systems Development Life Cycle, Marketing"
SQL for Data Science,https://www.edx.org/learn/data-science/ibm-sql-for-data-science,IBM,Data Analysis & Statistics,Introductory,None,English,None,Professional CertificateinData Science FoundationsProfessional CertificateinData Engineering FundamentalsProfessional CertificateinIBM Data ScienceProfessional CertificateinData AnalystProfessional CertificateinData Engineering,"Jupyter, Machine Learning, Data Science, Python (Programming Language), SQL (Programming Language), Relational Databases"
PredictionX: John Snowand the Cholera Epidemicof 1854,https://www.edx.org/learn/history/harvard-university-predictionx-john-snow-and-the-cholera-epidemic-of-1854,Harvard University,History,Introductory,None,English,English,XSeriesinPredictionX,"JavaScript (Programming Language), Epidemiology, ArcGIS (GIS Software), Public Health, Infectious Diseases"
Introduction to CloudComputing,https://www.edx.org/learn/cloud-computing/ibm-introduction-to-cloud-computing,IBM,Computer Science,Introductory,Basic computer literacy. No prior knowledge of Cloud Computing or Computer Programming.,English,English,"MicroBachelors PrograminFull Stack Application DevelopmentProfessional CertificateinEssential Technologies for BusinessProfessional CertificateinCloud Native FoundationsProfessional CertificateinDevOps, Cloud, and Agile FoundationsProfessional CertificateinDevOps and Software EngineeringProfessional CertificateinInformation Technology (IT) Support PCProfessional CertificateinCloud and Application Development FoundationsProfessional CertificateinFull Stack Developer","Business Case, Blockchain, Platform as a Service (PaaS), Software as a Service (SaaS), Cloud Services, Microservices, Cloud Security Infrastructure, Full Stack Development, Cyber Security, Multi-Cloud, Cloud Computing Architecture, Amazon Web Services, Cloud-Native Computing, Hybrid Cloud Computing, Infrastructure As A Service (IaaS), IBM Cloud Computing, Serverless Computing, Cloud Computing Security, Cloud Engineering, File Explorer, Virtualization, Cloud Infrastructure, Reliability Engineering, DevOps, Cloud Computing, Private Cloud, Public Cloud, Cloud Security Architecture"
Introduction to Probability,https://www.edx.org/learn/probability/harvard-university-introduction-to-probability,Harvard University,Data Analysis & Statistics,Intermediate,"Familiarity with U.S. high school level algebra concepts; Single-variable calculus: familiarity with matrices. derivatives and integrals.Not all units require Calculus, the underlying concepts can be learned concurrently with a Calculus course or on your own for self-directed learners.Units 1-3 require no calculus or matrices; Units 4-6 require some calculus, no matrices; Unit 7 requires matrices, no calculus.Previous probability or statistics background not required.",English,None,None,"Data Science, Forecasting, Statistical Inference, Algorithms, Prediction, Probability, Finance, Economics, Stochastic Process, Statistics, Medical Testing, Engineering Economics"
Introduction to FamilyEngagement in Education,https://www.edx.org/learn/teacher-training/harvard-university-introduction-to-family-engagement-in-education,Harvard University,Education & Teacher Training,Introductory,None,English,English,None,Family Engagement
Francés Introductorio,https://www.edx.org/learn/french/universidades-anahuac-frances-introductorio,Universidades Anáhuac,Language,Introductory,None,Español,Español,None,"Writing, Communications, Latin, Restaurant Operation, Spanish Language, Teaching, Vocabulary, Grammar, Pronunciation, French Language"
None,https://www.edx.org/learn/computer-science/harvard-university-cs50-s-introduction-to-computer-science,None,Computer Science,Introductory,None.,English,English,Professional Certificate inComputer Science for Game DevelopmentProfessional Certificate inComputer Science for Web ProgrammingProfessional Certificate inComputer Science for Artificial IntelligenceProfessional Certificate inComputer Science for Python ProgrammingXSeries inCS50's AP® Computer Science Principles,"Resource Management, JavaScript (Programming Language), Forensic Sciences, Cryptography, SQL (Programming Language), Finance, Algorithms, Computer Science, HyperText Markup Language (HTML), Data Structures, Python (Programming Language), C (Programming Language), Security Software, Cascading Style Sheets (CSS)"
None,https://www.edx.org/learn/leadership/the-university-of-queensland-becoming-an-effective-leader,None,Communication,Intermediate,English writing/reading proficiency (required) Some experience in managing people (recommended),English,English,MicroMasters®Program inBusiness Leadership,"Leadership Styles, Empathy, Human Capital, Leadership, Management"
None,https://www.edx.org/learn/python/the-university-of-michigan-programming-for-everybody-getting-started-with-python,None,Computer Science,Introductory,None,English,English,None,"Web Browsers, Python (Programming Language)"
None,https://www.edx.org/learn/human-resources/massachusetts-institute-of-technology-shaping-work-of-the-future,None,Business & Management,Introductory,None,English,English,None,None
None,https://www.edx.org/learn/computer-science/harvard-university-cs50-s-introduction-to-computer-science,None,Computer Science,Introductory,None.,English,English,Professional Certificate inComputer Science for Game DevelopmentProfessional Certificate inComputer Science for Web ProgrammingProfessional Certificate inComputer Science for Artificial IntelligenceProfessional Certificate inComputer Science for Python ProgrammingXSeries inCS50's AP® Computer Science Principles,"Resource Management, JavaScript (Programming Language), Forensic Sciences, Cryptography, SQL (Programming Language), Finance, Algorithms, Computer Science, HyperText Markup Language (HTML), Data Structures, Python (Programming Language), C (Programming Language), Security Software, Cascading Style Sheets (CSS)"
None,https://www.edx.org/learn/leadership/the-university-of-queensland-becoming-an-effective-leader,None,Communication,Intermediate,English writing/reading proficiency (required) Some experience in managing people (recommended),English,English,MicroMasters®Program inBusiness Leadership,"Leadership Styles, Empathy, Human Capital, Leadership, Management"
None,https://www.edx.org/learn/python/the-university-of-michigan-programming-for-everybody-getting-started-with-python,None,Computer Science,Introductory,None,English,English,None,"Web Browsers, Python (Programming Language)"
None,https://www.edx.org/learn/human-resources/massachusetts-institute-of-technology-shaping-work-of-the-future,None,Business & Management,Introductory,None,English,English,None,None
Critical Thinking &Problem Solving,https://www.edx.org/learn/critical-thinking-skills/rochester-institute-of-technology-critical-thinking-problem-solving,Rochester Institute of Technology,Communication,Introductory,None,English,English,Professional Certificate inLeadership Essentials,"Leadership, Problem Solving, Critical Thinking"
The Craft of Storytelling,https://www.edx.org/learn/storytelling/university-of-alaska-fairbanks-the-craft-of-storytelling,University of Alaska Fairbanks,Communication,Introductory,None.,English,English,None,"Communications, Quick Learning, Storytelling, Podcasting, Creative Writing, Public Speaking, Social Media, Documentary Films"
