title,link,duration,instructor,students
3D Illustration: Creating Isometric Designs in Adobe Illustrator,https://www.skillshare.com/en/classes/3D-Illustration-Creating-Isometric-Designs-in-Adobe-Illustrator/413873071,1h 44m,DKNG Studios,"23,774 students"
Dynamic Mark Making / Drawing with Expression & Creativity,https://www.skillshare.com/en/classes/Dynamic-Mark-Making-Drawing-with-Expression-Creativity/77652048,1h 30m,Brent Eviston,"20,508 students"
Writing for Self-Discovery: 6 Journaling Prompts for Gratitude and Growth,https://www.skillshare.com/en/classes/Writing-for-Self-Discovery-6-Journaling-Prompts-for-Gratitude-and-Growth/2057963364,1h 8m,Yasmine Cheyenne,"36,150 students"
"Creativity Unleashed: Discover, Hone, and Share Your Voice Online",https://www.skillshare.com/en/classes/Creativity-Unleashed-Discover-Hone-and-Share-Your-Voice-Online/927988375,1h 2m,Nathaniel Drew,"26,495 students"
Introduction to Modern Script Calligraphy,https://www.skillshare.com/en/classes/Introduction-to-Modern-Script-Calligraphy/581900124,1h 47m,Bryn Chernoff,"36,479 students"
Blender 3D: Your First 3D Character,https://www.skillshare.com/en/classes/Blender-3D-Your-First-3D-Character/527979685,1h 4m,SouthernShotty3D,"29,260 students"
Designing The Life You Want: 4 Exercises for Clarity and Motivation,https://www.skillshare.com/en/classes/Designing-The-Life-You-Want-4-Exercises-for-Clarity-and-Motivation/1203862507,21m,Muchelle B,"52,994 students"
Color Theory for Illustrators: A Fun Beginner’s Guide to Creative Color,https://www.skillshare.com/en/classes/Color-Theory-for-Illustrators-A-Fun-Beginner%E2%80%99s-Guide-to-Creative-Color/410198034,57m,Brooke Glaser,"20,164 students"
Knife Skills: A Mini Class to Chop Like a Chef,https://www.skillshare.com/en/classes/Knife-Skills-A-Mini-Class-to-Chop-Like-a-Chef/1266930828,12m,Elana Karp,"72,912 students"
"Start Your Creative Career: Build a Sharp, Smart Online Presence",https://www.skillshare.com/en/classes/Start-Your-Creative-Career-Build-a-Sharp-Smart-Online-Presence/1005632159,48m,Sonja Rasula,"31,520 students"
Sweet Spots: Expressing Big Ideas in Small Editorial Illustrations,https://www.skillshare.com/en/classes/Sweet-Spots-Expressing-Big-Ideas-in-Small-Editorial-Illustrations/422810879,3h 59m,Tom Froese,"20,025 students"
Learn Figma: User Interface Design Essentials - UI/UX Design,https://www.skillshare.com/en/classes/Learn-Figma-User-Interface-Design-Essentials-UIUX-Design/975237270,10h 9m,Arash Ahadzadeh,"17,749 students"
"Hand Sewing Basics: Work Wonders with Fabric, Needle & Thread",https://www.skillshare.com/en/classes/Hand-Sewing-Basics-Work-Wonders-with-Fabric-Needle-Thread/467604165,1h 8m,Bernadette Banner,"15,935 students"
Adobe After Effects CC - Animated Infographic Video & Data Visualisation.,https://www.skillshare.com/en/classes/Adobe-After-Effects-CC-Animated-Infographic-Video-Data-Visualisation/1411469263,6h 20m,Daniel Scott,"23,314 students"
Music Theory Comprehensive: Part 1 - How To Read Music,https://www.skillshare.com/en/classes/Music-Theory-Comprehensive-Part-1-How-To-Read-Music/465860044,3h 23m,Jason Allen,"21,423 students"
The Style Class: Work Out Your Illustration Style in a Daily Project,https://www.skillshare.com/en/classes/The-Style-Class-Work-Out-Your-Illustration-Style-in-a-Daily-Project/689559354,4h 20m,Tom Froese,"13,435 students"
Surface Pattern Design 2.0: Design a Collection | Start a Career,https://www.skillshare.com/en/classes/Surface-Pattern-Design-2-0-Design-a-Collection-Start-a-Career/1603696556,1h 37m,Bonnie Christine,"18,520 students"
Learn How to Mix Music with Young Guru,https://www.skillshare.com/en/classes/Learn-How-to-Mix-Music-with-Young-Guru/1735478924,52m,Young Guru,"31,568 students"
iPhone Filmmaking: Create Cinematic Video With Your Phone,https://www.skillshare.com/en/classes/iPhone-Filmmaking-Create-Cinematic-Video-With-Your-Phone/1157437792,44m,Caleb Babcock & Niles Grey,"35,030 students"
"Fundamentals of Photoshop: Getting Started with the Interface, Tools, and Layers (Photoshop I)",https://www.skillshare.com/en/classes/Fundamentals-of-Photoshop-Getting-Started-with-the-Interface-Tools-and-Layers-Photoshop-I/1273746948,1h 16m,Meg Lewis,"24,439 students"
Basics of Photoshop 2013: Fundamentals for Beginners,https://www.skillshare.com/en/classes/Basics-of-Photoshop-2013-Fundamentals-for-Beginners/1320270520,1h 18m,Meg Lewis,"24,558 students"
Art Essentials: Learn Watercolor Painting Basics,https://www.skillshare.com/en/classes/Art-Essentials-Learn-Watercolor-Painting-Basics/1424774081,44m,Katie Rodgers,"40,357 students"
Mobile Photography Basics for Instagram Success,https://www.skillshare.com/en/classes/Mobile-Photography-Basics-for-Instagram-Success/2016308536,45m,Tyson Wheatley,"64,159 students"
Painting with Thread: Modern Embroidery for Beginners,https://www.skillshare.com/en/classes/Painting-with-Thread-Modern-Embroidery-for-Beginners/1597015420,1h 29m,Danielle Clough,"14,732 students"
How to Create a Cohesive Instagram Feed | Using Adobe Lightroom,https://www.skillshare.com/en/classes/How-to-Create-a-Cohesive-Instagram-Feed-Using-Adobe-Lightroom/183450322,30m,Dale McManus,"28,704 students"
Understanding Web Development: A Beginners Guide to the Web,https://www.skillshare.com/en/classes/Understanding-Web-Development-A-Beginners-Guide-to-the-Web/1755504373,2h 49m,Christopher Dodd,"21,564 students"
Botanical Illustration: Paint a Colorful Garden with Watercolor and Gouache,https://www.skillshare.com/en/classes/Botanical-Illustration-Paint-a-Colorful-Garden-with-Watercolor-and-Gouache/562532843,36m,Sara Boccaccini Meadows,"25,576 students"
The Ultimate Self-Care Playbook: Discover & Nurture Your Centered Self,https://www.skillshare.com/en/classes/The-Ultimate-Self-Care-Playbook-Discover-Nurture-Your-Centered-Self/1501328633,1h 21m,Jonathan Van Ness,"29,436 students"
Fundamentals of Photo Editing,https://www.skillshare.com/en/classes/Fundamentals-of-Photo-Editing/2062308616,1h 33m,Photo Essentials x Justin Bridges,"19,807 students"
Coding 101: Python for Beginners,https://www.skillshare.com/en/classes/Coding-101-Python-for-Beginners/973997848,2h 6m,Alvin Wan,"30,069 students"
Fundamentals of Portrait Photography: Using Natural Light to Create Drama,https://www.skillshare.com/en/classes/Fundamentals-of-Portrait-Photography-Using-Natural-Light-to-Create-Drama/1375764753,1h 34m,Justin Bridges,"25,280 students"
Logotype Design: Create Brand Marks with Typography,https://www.skillshare.com/en/classes/Logotype-Design-Create-Brand-Marks-with-Typography/2045916919,1h 20m,Mackey Saturday,"24,281 students"
"Communication Skills: Become More Clear, Concise, & Confident",https://www.skillshare.com/en/classes/Communication-Skills-Become-More-Clear-Concise-Confident/1801148991,52m,Alex Lyon,"23,507 students"
Isometric Design for Beginners,https://www.skillshare.com/en/classes/Isometric-Design-for-Beginners/1799122914,23m,Hayden Aube,"16,842 students"
You Can Draw Cute Animals! In 3 Simple Steps / Learn Character Drawing for Beginner Level,https://www.skillshare.com/en/classes/You-Can-Draw-Cute-Animals-In-3-Simple-Steps-Learn-Character-Drawing-for-Beginner-Level/207141851,19m,Yasmina Creates,"33,393 students"
Social Media Success: Video Storytelling on YouTube & Beyond,https://www.skillshare.com/en/classes/Social-Media-Success-Video-Storytelling-on-YouTube-Beyond/483857777,1h 18m,Lilly Singh,"24,652 students"
Visual Thinking: Drawing Data to Communicate Ideas,https://www.skillshare.com/en/classes/Visual-Thinking-Drawing-Data-to-Communicate-Ideas/1746654720,1h 5m,Catherine Madden,"44,014 students"
La Ciencia de Estudiar Efectivamente (Español),https://www.skillshare.com/en/classes/La-Ciencia-de-Estudiar-Efectivamente-Espa%C3%B1ol/99331878,1h 57m,Santiago Acosta,"4,285 students"
"Street Photography: Unlock the Secrets of Composition, Color & Confidence",https://www.skillshare.com/en/classes/Street-Photography-Unlock-the-Secrets-of-Composition-Color-Confidence/2065167457,54m,Craig Whitehead,"16,413 students"
"Get it Made, Get it Sold: The Basics of Sourcing & Sales for Entrepreneurs",https://www.skillshare.com/en/classes/Get-it-Made-Get-it-Sold-The-Basics-of-Sourcing-Sales-for-Entrepreneurs/9088320,1h 49m,Jeff Staple,"17,605 students"
"Watercolor Mixing, Finding Your Color Identity",https://www.skillshare.com/en/classes/Watercolor-Mixing-Finding-Your-Color-Identity/1844372374,2h 39m,Ana Victoria Calderón,"12,199 students"
Creative Nonfiction: Write Truth with Style,https://www.skillshare.com/en/classes/Creative-Nonfiction-Write-Truth-with-Style/1252230072,1h 49m,Susan Orlean,"20,511 students"
The Golden Secrets of Hand-Lettering: Create the Perfect Postcard,https://www.skillshare.com/en/classes/The-Golden-Secrets-of-Hand-Lettering-Create-the-Perfect-Postcard/47254110,1h 48m,Martina Flor,"19,964 students"
Drawing as Self-Discovery: 5 Ways to Start,https://www.skillshare.com/en/classes/Drawing-as-Self-Discovery-5-Ways-to-Start/831070146,39m,Mari Andrew,"34,786 students"
Mastering Adobe Illustrator Tools & Techniques for Creating Geometric Grid-Based Designs,https://www.skillshare.com/en/classes/Mastering-Adobe-Illustrator-Tools-Techniques-for-Creating-Geometric-Grid-Based-Designs/425482478,4h 10m,Evgeniya & Dominic Righini-Brand,"12,898 students"
True Grit: Handmade Textures & Halftones for Designers & Illustrators,https://www.skillshare.com/en/classes/True-Grit-Handmade-Textures-Halftones-for-Designers-Illustrators/1686874738,1h 10m,Andrew Fairclough,"24,433 students"
Intro to UX: Fundamentals of Usability,https://www.skillshare.com/en/classes/Intro-to-UX-Fundamentals-of-Usability/538580770,1h 21m,Marieke McCloskey,"28,380 students"
Portrait Photography: Working with Natural Light,https://www.skillshare.com/en/classes/Portrait-Photography-Working-with-Natural-Light/2059145516,40m,Benjamin Heath,"32,398 students"
Understanding and Painting the Head,https://www.skillshare.com/en/classes/Understanding-and-Painting-the-Head/62353942,7h 19m,Marco Bucci,"7,704 students"
Procreate Fundamentals: Everything You Didn't Realize You Wanted to Know,https://www.skillshare.com/en/classes/Procreate-Fundamentals-Everything-You-Didnt-Realize-You-Wanted-to-Know/726425957,2h 11m,Peggy Dean,"14,474 students"
Procreate for Beginners,https://www.skillshare.com/en/classes/Procreate-for-Beginners/1489601334,2h 36m,Teela Cunningham,"13,162 students"
Microsoft Excel 2016 Bootcamp - Zero to Hero Training,https://www.skillshare.com/en/classes/Microsoft-Excel-2016-Bootcamp-Zero-to-Hero-Training/1023805735,1h 54m,Daniel Scott,"22,376 students"
Your First Day in Blender 3D,https://www.skillshare.com/en/classes/Your-First-Day-in-Blender-3D/746658694,34m,SouthernShotty3D,"29,476 students"
Illustrator Secrets: 5 Techniques to Add Realism to Your Work,https://www.skillshare.com/en/classes/Illustrator-Secrets-5-Techniques-to-Add-Realism-to-Your-Work/1614992610,40m,DKNG Studios,"18,605 students"
Web & UI Design Using Figma & Webflow,https://www.skillshare.com/en/classes/Web-UI-Design-Using-Figma-Webflow/1918569851,18h 41m,Vako Shvili,"15,321 students"
Social Media Content Creation in Canva: From Beginner to Advanced,https://www.skillshare.com/en/classes/Social-Media-Content-Creation-in-Canva-From-Beginner-to-Advanced/381262249,7h 25m,Maggie Stara,"24,312 students"
Watercolor for Surface Pattern Design: Working with Adobe Illustrator,https://www.skillshare.com/en/classes/Watercolor-for-Surface-Pattern-Design-Working-with-Adobe-Illustrator/1898587308,1h 21m,Bonnie Christine,"18,328 students"
"How to Learn: Strategies for Starting, Practicing & Mastering the Skills You’ve Always Wanted",https://www.skillshare.com/en/classes/How-to-Learn-Strategies-for-Starting-Practicing-Mastering-the-Skills-You%E2%80%99ve-Always-Wanted/744861504,38m,Mike Boyd,"23,760 students"
Intro to UX: Designing with a User-Centered Approach,https://www.skillshare.com/en/classes/Intro-to-UX-Designing-with-a-User-Centered-Approach/658216834,44m,Cinthya Mohr,"19,541 students"
Fun With Spaces: Create a Stylised Scene in Procreate + Animation,https://www.skillshare.com/en/classes/Fun-With-Spaces-Create-a-Stylised-Scene-in-Procreate-Animation/1793102068,1h 8m,Charly Clements,"22,068 students"
Creating Your Dream Career: Uncover & Apply Your Creative Strengths,https://www.skillshare.com/en/classes/Creating-Your-Dream-Career-Uncover-Apply-Your-Creative-Strengths/627711705,37m,Holley M. Kholi-Murchison,"28,895 students"
Introduction to Social Media Advertising | Learn with Buffer,https://www.skillshare.com/en/classes/Introduction-to-Social-Media-Advertising-Learn-with-Buffer/1063310630,52m,Brian Peters,"24,267 students"
Beyond Watercolor: Learn to Paint with Gouache,https://www.skillshare.com/en/classes/Beyond-Watercolor-Learn-to-Paint-with-Gouache/1740387296,45m,Leah Goren,"19,525 students"
Modern Acrylic Painting: Explore Techniques to Create On-Trend Art,https://www.skillshare.com/en/classes/Modern-Acrylic-Painting-Explore-Techniques-to-Create-On-Trend-Art/1038219595,2h 4m,Cat Coquillette,"18,114 students"
Learn Adobe Illustrator: Fundamentals for Beginners,https://www.skillshare.com/en/classes/Learn-Adobe-Illustrator-Fundamentals-for-Beginners/808971532,1h 19m,Anne Larkina,"16,655 students"
Beginner Figure Drawing Fundamentals  - Gesture and Construction,https://www.skillshare.com/en/classes/Beginner-Figure-Drawing-Fundamentals-Gesture-and-Construction/1007981938,1h 34m,JW Learning,"16,510 students"
Logo Design Mastery: The Full Course,https://www.skillshare.com/en/classes/Logo-Design-Mastery-The-Full-Course/1793713747,5h 39m,Lindsay Marsh,"11,690 students"
Introduction to Project Management: Methods & Tactics for Success | Learn with TeamGantt,https://www.skillshare.com/en/classes/Introduction-to-Project-Management-Methods-Tactics-for-Success-Learn-with-TeamGantt/1739014894,1h 7m,Brett Harned,"23,119 students"
Creative Writing for All: A 10-Day Journaling Challenge,https://www.skillshare.com/en/classes/Creative-Writing-for-All-A-10-Day-Journaling-Challenge/1042474131,26m,Emily Gould,"58,317 students"
Mastering Logo Design: Gridding with the Golden Ratio,https://www.skillshare.com/en/classes/Mastering-Logo-Design-Gridding-with-the-Golden-Ratio/774191846,44m,George Bokhua,"23,173 students"
Beyond the Logo: Crafting a Brand Identity,https://www.skillshare.com/en/classes/Beyond-the-Logo-Crafting-a-Brand-Identity/1989648790,1h 42m,Courtney Eliseo,"26,634 students"
Expressive Illustration: From Ideas to Execution,https://www.skillshare.com/en/classes/Expressive-Illustration-From-Ideas-to-Execution/748999642,1h 17m,Roman Muradov,"19,734 students"
Premiere Pro Lumetri: Color Correct like a Pro,https://www.skillshare.com/en/classes/Premiere-Pro-Lumetri-Color-Correct-like-a-Pro/2046382200,2h 8m,Jordy Vandeput,"15,407 students"
Watercolor Gems & Jewelry,https://www.skillshare.com/en/classes/Watercolor-Gems-Jewelry/111225214,2h 57m,Ana Victoria Calderón,"8,990 students"
Character Rigging With Duik Bassel,https://www.skillshare.com/en/classes/Character-Rigging-With-Duik-Bassel/1265117639,3h 49m,Jake Bartlett,"10,173 students"
Etsy Launch: How To Open An Etsy Shop Like A Professional Seller,https://www.skillshare.com/en/classes/Etsy-Launch-How-To-Open-An-Etsy-Shop-Like-A-Professional-Seller/1384074930,1h 58m,Tiffany Emery,"14,586 students"
Doodle Magic | Beginner & Advanced Techniques for Doodling & Drawing Fun,https://www.skillshare.com/en/classes/Doodle-Magic-Beginner-Advanced-Techniques-for-Doodling-Drawing-Fun/1737790587,34m,Yasmina Creates,"23,727 students"
Learn Video Editing with Premiere Pro for beginners (2016),https://www.skillshare.com/en/classes/Learn-Video-Editing-with-Premiere-Pro-for-beginners-2016/1345889416,3h 53m,Jordy Vandeput,"21,322 students"
Smartphone Photography for Instagram Success: Capturing Stunning Lifestyle Photos With Your Phone,https://www.skillshare.com/en/classes/Smartphone-Photography-for-Instagram-Success-Capturing-Stunning-Lifestyle-Photos-With-Your-Phone/945022285,53m,Sean Dalton,"28,203 students"
Vector Illustration: Drawing with the Pen Tool,https://www.skillshare.com/en/classes/Vector-Illustration-Drawing-with-the-Pen-Tool/1317737034,40m,Scott Martin,"21,207 students"
Creative Digital Illustration: Learn to Use Adobe Fresco,https://www.skillshare.com/en/classes/Creative-Digital-Illustration-Learn-to-Use-Adobe-Fresco/1548517565,1h 10m,Lisk Feng,"17,793 students"
Art Journaling for Self-Care: 3 Exercises for Reflection and Growth,https://www.skillshare.com/en/classes/Art-Journaling-for-Self-Care-3-Exercises-for-Reflection-and-Growth/1956917187,39m,Amanda Rach Lee,"31,121 students"
