,title,level,language,crediteligibility,link
14704,The Intelligent Investor: Value Investing-Corporate Finance,Expert,Spanish,No,https://www.skillshare.com/en/classes/Learn-How-to-Mix-Music-with-Young-Guru/1735478924
7760,Hands-On Continuous Integration and Delivery with Jenkins X,Beginner,Chinese,No,https://www.skillshare.com/en/classes/iPhone-Filmmaking-Create-Cinematic-Video-With-Your-Phone/1157437792
15594,Loss Distributions for Actuarial Models,Intermediate,English,Yes,https://www.skillshare.com/en/classes/Fundamentals-of-Photoshop-Getting-Started-with-the-Interface-Tools-and-Layers-Photoshop-I/1273746948
24396,Google Ads/AdWords Consultation - Learn From Former Googler,Beginner,Spanish,Yes,https://www.skillshare.com/en/classes/Basics-of-Photoshop-2013-Fundamentals-for-Beginners/1320270520
20864,Java  - Object Oriented Programming [For Absolute Beginners],Beginner,Spanish,Yes,https://www.skillshare.com/en/classes/Art-Essentials-Learn-Watercolor-Painting-Basics/1424774081
2168,Mastering Go Programming,Expert,German,Yes,https://www.skillshare.com/en/classes/Mobile-Photography-Basics-for-Instagram-Success/2016308536
13524,Passing the PMI Scheduling Professional (PMI SP),Beginner,Spanish,No,https://www.skillshare.com/en/classes/Painting-with-Thread-Modern-Embroidery-for-Beginners/1597015420
4871,Dive Into SpriteKit - You Design the Game,Beginner,German,No,https://www.skillshare.com/en/classes/How-to-Create-a-Cohesive-Instagram-Feed-Using-Adobe-Lightroom/183450322
1822,Complete Data Analysis with Pandas : Hands-on Pandas Python,Intermediate,German,No,https://www.skillshare.com/en/classes/Understanding-Web-Development-A-Beginners-Guide-to-the-Web/1755504373
5071,Getting Started with Ionic v2/v3 and Parse Server,Expert,German,Yes,https://www.skillshare.com/en/classes/Botanical-Illustration-Paint-a-Colorful-Garden-with-Watercolor-and-Gouache/562532843
26240,Advanced English Grammar: A Comprehensive Guide,All Levels,Spanish,No,https://www.skillshare.com/en/classes/The-Ultimate-Self-Care-Playbook-Discover-Nurture-Your-Centered-Self/1501328633
11550,Dividend Investing Specialized Topic: REITs MasterClass,Expert,Chinese,Yes,https://www.skillshare.com/en/classes/Fundamentals-of-Photo-Editing/2062308616
9043,Manual Testing,Intermediate,English,Yes,https://www.skillshare.com/en/classes/Coding-101-Python-for-Beginners/973997848
1087,Object Oriented Programming - Basics to Advance (Java OOP),Intermediate,German,Yes,https://www.skillshare.com/en/classes/Fundamentals-of-Portrait-Photography-Using-Natural-Light-to-Create-Drama/1375764753
8280,C# for Starters: Everything you need to know,Expert,German,No,https://www.skillshare.com/en/classes/Logotype-Design-Create-Brand-Marks-with-Typography/2045916919
12165,The For-Sale Residential Development Modeling Master Class,Intermediate,English,No,https://www.skillshare.com/en/classes/Communication-Skills-Become-More-Clear-Concise-Confident/1801148991
23581,"Adobe CC Masterclass: Photoshop, Illustrator, XD & InDesign",Intermediate,Chinese,Yes,https://www.skillshare.com/en/classes/Isometric-Design-for-Beginners/1799122914
196,Statistics for Business Analytics and Data Science A-Z™,All Levels,German,No,https://www.skillshare.com/en/classes/You-Can-Draw-Cute-Animals-In-3-Simple-Steps-Learn-Character-Drawing-for-Beginner-Level/207141851
1512,The Nuxt 3 Bootcamp - The Complete Developer Guide,Beginner,English,Yes,https://www.skillshare.com/en/classes/Social-Media-Success-Video-Storytelling-on-YouTube-Beyond/483857777
12761,ClickBank Vendor Success – Create & Sell Your First Product,Expert,English,Yes,https://www.skillshare.com/en/classes/Visual-Thinking-Drawing-Data-to-Communicate-Ideas/1746654720
4738,SikuliX - Automate Anything - Python Based Sikuli Scripting,Beginner,Spanish,No,https://www.skillshare.com/en/classes/La-Ciencia-de-Estudiar-Efectivamente-Espa%C3%B1ol/99331878
3834,Make and Makefile for C/C++ Projects [2022 Edition],All Levels,Chinese,No,https://www.skillshare.com/en/classes/Street-Photography-Unlock-the-Secrets-of-Composition-Color-Confidence/2065167457
15099,Introduction to Microeconomics,Intermediate,English,Yes,https://www.skillshare.com/en/classes/Get-it-Made-Get-it-Sold-The-Basics-of-Sourcing-Sales-for-Entrepreneurs/9088320
15359,Financial Statements Basics,Beginner,Spanish,Yes,https://www.skillshare.com/en/classes/Watercolor-Mixing-Finding-Your-Color-Identity/1844372374
345,Selenium WebDriver 4 With Python - Novice To Ninja,Expert,German,Yes,https://www.skillshare.com/en/classes/Creative-Nonfiction-Write-Truth-with-Style/1252230072
3589,Making an Action-Adventure Game Using GameMaker,Beginner,Spanish,No,https://www.skillshare.com/en/classes/The-Golden-Secrets-of-Hand-Lettering-Create-the-Perfect-Postcard/47254110
5841,A complete course in SQL with SQL server,Beginner,Spanish,Yes,https://www.skillshare.com/en/classes/Drawing-as-Self-Discovery-5-Ways-to-Start/831070146
8309,iPhone: Push Notifications & Social Media (Swift 5 & iOS 13),Intermediate,Spanish,No,https://www.skillshare.com/en/classes/Mastering-Adobe-Illustrator-Tools-Techniques-for-Creating-Geometric-Grid-Based-Designs/425482478
22957,Life Coach Certification Associate ACELC Life Coach Training,Intermediate,German,No,https://www.skillshare.com/en/classes/True-Grit-Handmade-Textures-Halftones-for-Designers-Illustrators/1686874738
21426,The Ultimate Microsoft Excel Mastery Bundle - 8 Courses,Intermediate,Spanish,Yes,https://www.skillshare.com/en/classes/Intro-to-UX-Fundamentals-of-Usability/538580770
7241,APIs in Action: Build API-Based Applications,All Levels,Spanish,No,https://www.skillshare.com/en/classes/Portrait-Photography-Working-with-Natural-Light/2059145516
2772,Android MVVM Architecture complete course 2023,Expert,French,Yes,https://www.skillshare.com/en/classes/Understanding-and-Painting-the-Head/62353942
23310,Cacao Ceremony Facilitator Training,Expert,German,No,https://www.skillshare.com/en/classes/Procreate-Fundamentals-Everything-You-Didnt-Realize-You-Wanted-to-Know/726425957
15176,Bank-Nifty Weekly Income Plan with Live Market Trading,Intermediate,Chinese,Yes,https://www.skillshare.com/en/classes/Procreate-for-Beginners/1489601334
23189,Diploma in Meditation|Meditation for Beginner to Advanced,Expert,German,Yes,https://www.skillshare.com/en/classes/Microsoft-Excel-2016-Bootcamp-Zero-to-Hero-Training/1023805735
5343,Learn Computer Vision with OpenCV and Python,Expert,Chinese,Yes,https://www.skillshare.com/en/classes/Your-First-Day-in-Blender-3D/746658694
1684,Progressive Web Apps: The Concise PWA Masterclass,Expert,English,No,https://www.skillshare.com/en/classes/Illustrator-Secrets-5-Techniques-to-Add-Realism-to-Your-Work/1614992610
7676,Wordpress Site Migration,All Levels,French,No,https://www.skillshare.com/en/classes/Web-UI-Design-Using-Figma-Webflow/1918569851
6136,"Scala Advanced, Part 3 - Functional Programming, Performance",Expert,English,Yes,https://www.skillshare.com/en/classes/Social-Media-Content-Creation-in-Canva-From-Beginner-to-Advanced/381262249
7547,Mastering GitOps with Argo CD,Beginner,French,Yes,https://www.skillshare.com/en/classes/Watercolor-for-Surface-Pattern-Design-Working-with-Adobe-Illustrator/1898587308
20412,Crash course to pass the Microsoft Azure Fundamentals AZ900,Expert,Spanish,No,https://www.skillshare.com/en/classes/How-to-Learn-Strategies-for-Starting-Practicing-Mastering-the-Skills-You%E2%80%99ve-Always-Wanted/744861504
12245,The Legal Support Specialist,All Levels,German,Yes,https://www.skillshare.com/en/classes/Intro-to-UX-Designing-with-a-User-Centered-Approach/658216834
6522,Angular JS with Sample Project (from Basic to Advanced),Beginner,Spanish,Yes,https://www.skillshare.com/en/classes/Fun-With-Spaces-Create-a-Stylised-Scene-in-Procreate-Animation/1793102068
13551,"Introduction to Finance, Accounting, Modeling and Valuation",All Levels,Spanish,Yes,https://www.skillshare.com/en/classes/Creating-Your-Dream-Career-Uncover-Apply-Your-Creative-Strengths/627711705
2641,"OK, Umbraco",Intermediate,Spanish,No,https://www.skillshare.com/en/classes/Introduction-to-Social-Media-Advertising-Learn-with-Buffer/1063310630
9349,Apache NiFi - A Complete Introduction | Master the Flow,Beginner,English,Yes,https://www.skillshare.com/en/classes/Beyond-Watercolor-Learn-to-Paint-with-Gouache/1740387296
7428,Salesforce Real time project on lightning web component.,Intermediate,Chinese,No,https://www.skillshare.com/en/classes/Modern-Acrylic-Painting-Explore-Techniques-to-Create-On-Trend-Art/1038219595
6944,Point of Sale (POS) System ,Intermediate,Chinese,No,https://www.skillshare.com/en/classes/Learn-Adobe-Illustrator-Fundamentals-for-Beginners/808971532
6528,Datascience:COVID-19 Pneumonia Classification(Deep learning),Expert,Chinese,No,https://www.skillshare.com/en/classes/Beginner-Figure-Drawing-Fundamentals-Gesture-and-Construction/1007981938
13720,The Complete Microsoft Dynamics NAV 2018 Beginners Course,Beginner,Chinese,No,https://www.skillshare.com/en/classes/Logo-Design-Mastery-The-Full-Course/1793713747
23638,Responsive Design HTML CSS Web design - Dreamweaver CC,Beginner,English,Yes,https://www.skillshare.com/en/classes/Introduction-to-Project-Management-Methods-Tactics-for-Success-Learn-with-TeamGantt/1739014894
18288,Data Analysis with Microsoft Excel - Complete Course,Expert,Chinese,No,https://www.skillshare.com/en/classes/Creative-Writing-for-All-A-10-Day-Journaling-Challenge/1042474131
15844,Penny Stock Queen: Beginner Guide to Chart Patterns,Expert,English,No,https://www.skillshare.com/en/classes/Mastering-Logo-Design-Gridding-with-the-Golden-Ratio/774191846
9159,"Learn Object Detection Tracking and Counting with DL, ML",Intermediate,Chinese,Yes,https://www.skillshare.com/en/classes/Beyond-the-Logo-Crafting-a-Brand-Identity/1989648790
14675,Writing Grants Applications For Nonprofit Organizations,Beginner,English,No,https://www.skillshare.com/en/classes/Expressive-Illustration-From-Ideas-to-Execution/748999642
23178,Professional Counselling Grief & Bereavement Diploma Course,Expert,German,No,https://www.skillshare.com/en/classes/Premiere-Pro-Lumetri-Color-Correct-like-a-Pro/2046382200
16147,Personal Finance Masterclass - Money Management 101 Course,Beginner,French,Yes,https://www.skillshare.com/en/classes/Watercolor-Gems-Jewelry/111225214
25575,Introduction to Football (Soccer) Tactics,Expert,Chinese,Yes,https://www.skillshare.com/en/classes/Character-Rigging-With-Duik-Bassel/1265117639
13023,12 Secrets to Be a Professional Executive Assistant Gaby,Intermediate,English,Yes,https://www.skillshare.com/en/classes/Etsy-Launch-How-To-Open-An-Etsy-Shop-Like-A-Professional-Seller/1384074930
1588,Step by Step Rest API Testing using Python + Pytest +Allure,Intermediate,French,Yes,https://www.skillshare.com/en/classes/Doodle-Magic-Beginner-Advanced-Techniques-for-Doodling-Drawing-Fun/1737790587
12623,SQL for Data Analytics,Intermediate,German,No,https://www.skillshare.com/en/classes/Learn-Video-Editing-with-Premiere-Pro-for-beginners-2016/1345889416
15661,Day Trading options: Momentum strategy part 2!,Intermediate,German,Yes,https://www.skillshare.com/en/classes/Smartphone-Photography-for-Instagram-Success-Capturing-Stunning-Lifestyle-Photos-With-Your-Phone/945022285
4744,How To Create A Wikipedia Page For Your Business or Client,Beginner,English,No,https://www.skillshare.com/en/classes/Vector-Illustration-Drawing-with-the-Pen-Tool/1317737034
15375,Learn To Trade Order Flow With Foot Print Charts,Beginner,Chinese,No,https://www.skillshare.com/en/classes/Creative-Digital-Illustration-Learn-to-Use-Adobe-Fresco/1548517565
16233,"Practical Accounting - Beginners, Founders & Business Owners",All Levels,Chinese,No,https://www.skillshare.com/en/classes/Art-Journaling-for-Self-Care-3-Exercises-for-Reflection-and-Growth/1956917187
12715,A/B Testing Crash Course for Product Managers,Beginner,Chinese,Yes,https://www.skillshare.com/en/classes/The-Ultimate-Guide-to-Shape-Layers-in-Adobe-After-Effects/1814132356
13698,"Payroll Accounting: Laws, Calculations, and Journal Entries",Intermediate,German,Yes,https://www.skillshare.com/en/classes/Magical-Pen-Ink-Illustration-Drawing-Illustrating-Practices-in-Ink-for-Beginners/1698038446
12176,Strategic management,All Levels,Chinese,No,https://www.skillshare.com/en/classes/From-Paper-to-Screen-Digitally-Editing-Your-Artwork-in-Adobe-Photoshop/1823522844
16190,The Complete Short Course on Dash Cryptocurrency,Beginner,French,No,https://www.skillshare.com/en/classes/Making-Your-First-Zine-From-Idea-to-Illustration/967918475
20548,Ruby on Rails: Learn 25+ gems and build a Startup MVP 2023,Intermediate,English,Yes,https://www.skillshare.com/en/classes/Start-Drawing-Techniques-for-Pencil-Portraits/1250675911
20930,Clear and Simple vSphere 8 Professional - VMware VCP DCV,Intermediate,English,No,https://www.skillshare.com/en/classes/Urban-Sketching-Essentials-Drawing-People-and-Crowds-Made-Simple/465923893
674,Software Architecture: REST API Design - The Complete Guide,Beginner,French,No,https://www.skillshare.com/en/classes/The-Perfect-100-Day-Project-Your-Guide-to-Explosive-Creative-Growth/1872963115
22956,Solution-Focused Brief Therapy,Intermediate,German,Yes,https://www.skillshare.com/en/classes/Music-Theory-Comprehensive-Part-2-Chords-Scales-Keys/1582874746
25115,Documentary Filmmaking with Soul,All Levels,French,No,https://www.skillshare.com/en/classes/Revolutionary-Self-Care-Embrace-Nurture-and-Grow-Your-Authentic-Self/1478330760
4156,WP Plugin Development - Build your own plugin!,Beginner,Chinese,No,https://www.skillshare.com/en/classes/Digital-Marbling-Create-Stunning-Abstract-Art-in-Procreate/559162226
5763,Python for Everybody: The Ultimate Python 3 Bootcamp,All Levels,Chinese,No,https://www.skillshare.com/en/classes/Fundamentals-of-Google-Analytics/961845630
11773,Advance Sales Analytics for Decision Making with Power BI,Intermediate,German,Yes,https://www.skillshare.com/en/classes/Color-Workshop-The-Basics-for-Artists-and-Illustrators/80375085
16321,Education Tax Credits & Education Tax Benefits,All Levels,Chinese,No,https://www.skillshare.com/en/classes/Urban-Sketching-Drawing-What-You-See/1726646754
3366,2023 CORE: Data Science and Machine Learning,Expert,Spanish,Yes,https://www.skillshare.com/en/classes/Everyday-Minimalism-Find-Calm-Creativity-in-Living-Simply/882089400
19189,The Ultimate Advanced Training For Agile Scrum Masters,Expert,English,No,https://www.skillshare.com/en/classes/Cityscape-Photography-Capture-Your-Citys-Story/62903648
7712,Learn to scrape any website with R,Intermediate,German,No,https://www.skillshare.com/en/classes/Full-Stack-Web-Development-for-Beginners-Part-1-HTML-CSS-Responsive-Design/1831372205
20927,Cloud Computing for Beginners with Microsoft Azure,Beginner,English,No,https://www.skillshare.com/en/classes/Intro-to-Digital-Painting-Procreate-to-Photoshop-A-Beginner-Friendly-Guide/640233088
10128,Conduct a Strategy Analysis using Business Analysis,Expert,English,Yes,https://www.skillshare.com/en/classes/30-Days-to-SOAR/686714327
852,The Complete ARKit Course - Build 11 Augmented Reality Apps,Expert,English,Yes,https://www.skillshare.com/en/classes/Typographic-Logos-Typography-and-Lettering-for-Logo-Design/249061017
3402,"AWS Lambda, Python(Boto3) & Serverless- Beginner to Advanced",Beginner,German,Yes,https://www.skillshare.com/en/classes/Web-Design-Essentials-Creating-Marketing-Homepages-That-Drive-Results/1513598221
21936,Learn Google Suite from scratch,All Levels,Spanish,No,https://www.skillshare.com/en/classes/Get-Unstuck-Beat-Procrastination-for-Once-and-For-All/1960282531
3923,Ruby on Rails: Training and Skills to Build Web Applications,Expert,Spanish,No,https://www.skillshare.com/en/classes/Move-from-Graphic-Designer-to-UX-DESIGNER/1514560071
6134,WordPress Plugin Development using Boilerplate,Expert,Spanish,Yes,https://www.skillshare.com/en/classes/Radical-Typography-Using-Hand-Drawn-Branding-for-Expression-More/381329214
